category,timestamp,source_file,source_line,tool,classification,ok,goal_count,has_holes,elapsed_ms,wall_time_ms,excerpt
stale_reload_classification_flip,2026-06-22T18:00:16.136Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3315,agda_load,ok-with-holes,true,1,true,1656,1658,"**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 1 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1656ms ### Goal IDs Use these IDs with proof tools such as `agda_goal_type`, `agda_refine`, `agda_give`, and `agda_auto`. - **?0**"
ok_true_embedded_agda_error;state_change_success_after_reload_errors,2026-06-22T18:00:29.608Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3332,agda_refine,ok,true,,,610,614,## Refine ?0 with `universal-property-pushout-pullback-property-pushout pr1 pr2 cocone-associative-join` **Result:** `universal-property-pushout-pullback-property-pushout pr1 pr2 cocone-associative-join ?` Replaced goal ?0 with `universal-property-pushout-pullback-property-pushout pr1 pr2 cocone-associative-join ?` in file. Reloaded with errors: 0 goal(s) remaining. **Errors:** ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md:462.1: error: [ParseError] Not a valid pattern: cocone-associative-join ? Goal diff: solved ?0.
stale_reload_classification_flip,2026-06-22T18:00:41.247Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3350,agda_load,ok-with-holes,true,1,true,1587,1591,"**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 1 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1587ms ### Goal IDs Use these IDs with proof tools such as `agda_goal_type`, `agda_refine`, `agda_give`, and `agda_auto`. - **?0**"
stale_reload_classification_flip,2026-06-22T18:01:55.907Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3389,agda_load,ok-complete,true,0,false,1714,1719,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1714ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T18:03:29.682Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3437,agda_load,ok-with-holes,true,0,true,1556,1559,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1556ms
ok_true_embedded_agda_error,2026-06-22T18:03:40.754Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3451,agda_proof_status,ok,true,0,,1829,1834,"## Proof Status **File:** ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Goals:** 0 unsolved **Constraints:** yes ### Constraints ``` ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md:507.5-15: error: [CannotApply] Expression used as function but does not have function type: expr: right-unit type: Id (_p_2449 ∙ refl) _p_2449 when checking that (glue-join (inl-join a , c)) is a valid argument to a function of type {l : Level} {A = A₁ : UU l} {x y : A₁} {p : x ＝ y} → p ∙ refl ＝ p ``` All goals solved."
holes_reported_zero_goals,2026-06-22T18:04:00.553Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3468,agda_load,ok-with-holes,true,0,true,1766,1768,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1766ms
stale_reload_classification_flip,2026-06-22T19:00:54.224Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3743,agda_load,ok-with-holes,true,1,true,1939,1943,"**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 1 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1939ms ### Goal IDs Use these IDs with proof tools such as `agda_goal_type`, `agda_refine`, `agda_give`, and `agda_auto`. - **?0**"
holes_reported_zero_goals,2026-06-22T19:01:28.751Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3773,agda_load,ok-with-holes,true,0,true,1075,1079,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1075ms
stale_reload_classification_flip,2026-06-22T19:03:39.902Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3847,agda_load,ok-complete,true,0,false,2249,2252,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2249ms
stale_reload_classification_flip,2026-06-22T19:05:01.276Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3931,agda_load,ok-with-holes,true,1,true,2408,2412,"**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 1 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2408ms ### Goal IDs Use these IDs with proof tools such as `agda_goal_type`, `agda_refine`, `agda_give`, and `agda_auto`. - **?0**"
ok_true_embedded_agda_error,2026-06-22T19:06:39.685Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,3974,agda_case_split,ok,true,,,289,292,"## Case split on `y` in ?0 ### New clauses ```agda ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md:804.9-16: error: [SplitError.NotADatatype] Cannot split on argument of non-datatype B₁ * C₁ when checking that the expression ? has type ap (map-associative-join ∘ map-inv-associative-join) (glue-join (a , y)) ∙ compute-inr-map-associative-map-inv-associative-join y ＝ compute-inl-map-associative-map-inv-associative-join a ∙ ap (λ a₁ → a₁) (glue-join (a , y)) ``` Replace the original clause with these, then call `agda_load` to reload."
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-22T19:07:41.608Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4020,agda_auto,ok,true,,,300,308,## Auto-solve ?0 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 5 --list-candidates`
ok_true_embedded_agda_error;ok_true_no_checked_term,2026-06-22T19:09:31.114Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4079,agda_goal_type_context_check,ok,true,,,327,333,"## Goal ?0, context, and checked term ### Goal type ```agda 1.1-5: error: [UnequalTerms] dependent-cogap (λ r → pr1 r) (λ r → pr2 r) (dependent-cocone-constant-type-family-cocone (λ r → pr1 r) (λ r → pr2 r) (cocone-pushout (λ r → pr1 r) (λ r → pr2 r)) cocone-associative-join) (map-right-associative-join y) != inl-pushout (λ r → pr1 r) (λ r → pr2 r) a of type pushout (λ r → pr1 r) (λ r → pr2 r) when checking that the expression refl has type ap map-associative-join (coherence-map-inv-associative-join a y) ∙ compute-map-associative-map-right-associative-join y ＝ compute-inl-map-associative-join (inl-join a) ∙ compute-inl-map-left-associative-join a ∙ ap (λ a₁ → a₁) (glue-join (a , y)) ``` ### "
holes_reported_zero_goals,2026-06-22T19:09:45.024Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4091,agda_load,ok-with-holes,true,0,true,1126,1131,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1126ms
ok_true_embedded_agda_error,2026-06-22T19:09:49.926Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4098,agda_proof_status,ok,true,0,,1153,1156,## Proof Status **File:** ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Goals:** 0 unsolved **Constraints:** yes ### Constraints ``` ~/Math/Formalization/Codex-Homotopy-Group/src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md:58.30-40: error: [UnequalTerms] _p_41 ∙ refl != H x of type Id (f x) (g x) when checking that the expression right-unit has type ap f refl ∙ H x ＝ H x ∙ ap g refl ``` All goals solved.
wall_time_elapsed_mismatch,2026-06-22T19:57:30.402Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4146,agda_goal_catalog,ok,true,3,true,983,2781714,## Goal Catalog **Goals:** 3 visible ### Goal ?0 **Type:** `Id (ap (dependent-cogap (λ r → pr1 r) (λ r → pr2 r) (dependent-cocone-constant-type-family-cocone (λ r → pr1 r) (λ r → pr2 r) (cocone-pushout (λ r → pr1 r) (λ r → pr2 r)) cocone-associative-join)) (dependent-cogap (λ r → pr1 r) (λ r → pr2 r) (dependent-cocone-right-map-associative-join a) (inl-pushout (λ r → pr1 r) (λ r → pr2 r) b)) ∙ dependent-cogap (λ r → pr1 r) (λ r → pr2 r) dependent-cocone-map-associative-map-right-associative-join (inl-pushout (λ r → pr1 r) (λ r → pr2 r) b)) (reflection.erasing-equality.primEraseEquality (synthetic-homotopy-theory.pushouts.compute-inl-dependent-cogap' (λ r → pr1 r) (λ r → pr2 r) (dependent-coc
holes_reported_zero_goals,2026-06-22T19:58:46.575Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4174,agda_load,ok-with-holes,true,0,true,5862,5878,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 5862ms
holes_reported_zero_goals,2026-06-22T19:59:05.991Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4194,agda_load,ok-with-holes,true,0,true,526,529,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 526ms
stale_reload_classification_flip,2026-06-22T20:01:01.161Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4233,agda_load,ok-complete,true,0,false,2321,2324,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2321ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T20:05:04.057Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4433,agda_load,ok-with-holes,true,0,true,2263,2267,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2263ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-22T20:05:20.141Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4450,agda_auto,ok,true,,,288,292,## Auto-solve ?0 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 5 --list-candidates`
stale_reload_classification_flip,2026-06-22T20:06:37.608Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4479,agda_load,ok-complete,true,0,false,2340,2343,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2340ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T20:07:47.953Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4506,agda_load,ok-with-holes,true,0,true,2321,2326,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2321ms
stale_reload_classification_flip,2026-06-22T20:08:11.904Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4538,agda_load,ok-complete,true,0,false,2409,2413,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2409ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T20:15:34.296Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4808,agda_load,ok-with-holes,true,0,true,2554,2557,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2554ms
holes_reported_zero_goals,2026-06-22T20:19:22.940Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,4930,agda_load,ok-with-holes,true,0,true,2492,2495,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2492ms
stale_reload_classification_flip,2026-06-22T20:28:10.481Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5247,agda_load,ok-complete,true,0,false,2296,2301,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2296ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T20:28:27.038Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5268,agda_load,ok-with-holes,true,0,true,2441,2446,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2441ms
holes_reported_zero_goals,2026-06-22T20:29:09.246Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5314,agda_load,ok-with-holes,true,0,true,2190,2193,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2190ms
holes_reported_zero_goals,2026-06-22T20:29:34.261Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5331,agda_load,ok-with-holes,true,0,true,1187,1191,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 1187ms
holes_reported_zero_goals,2026-06-22T20:31:00.365Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5380,agda_load,ok-with-holes,true,0,true,2259,2264,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2259ms
stale_reload_classification_flip,2026-06-22T20:42:56.267Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,5621,agda_load,ok-complete,true,0,false,2431,2433,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2431ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T21:08:02.468Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,6267,agda_load,ok-with-holes,true,0,true,5740,5752,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 5740ms
holes_reported_zero_goals,2026-06-22T21:19:03.623Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,6637,agda_load,ok-with-holes,true,0,true,2645,2649,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2645ms
stale_reload_classification_flip,2026-06-22T21:30:32.883Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,6987,agda_load,ok-complete,true,0,false,2754,2758,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-complete **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2754ms
holes_reported_zero_goals;stale_reload_classification_flip,2026-06-22T21:33:18.213Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7058,agda_load,ok-with-holes,true,0,true,2790,2794,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2790ms
ok_true_embedded_agda_error,2026-06-22T21:33:43.179Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7082,agda_give,ok,true,,,1121,1124,"## Give `refl` to ?0 **Result:** `1.1-5: error: [UnequalTerms] ap map-inv-associative-join (dependent-cogap (λ r → pr1 r) (λ r → pr2 r) dependent-cocone-left-map-associative-join (inr-pushout (λ r → pr1 r) (λ r → pr2 r) b) c) ∙ (compute-inr-map-inv-associative-join (inr-join c) ∙ compute-inr-map-right-associative-join c) != tr path-family-triangle-map-inv-coherence-product-join (eq-pair-Σ (glue-pushout (λ r → pr1 r) (λ r → pr2 r) (a , b)) (tr-constant-type-family (glue-join (a , b)) c)) (compute-map-inv-map-left-associative-join (inl-join a) ∙ ap (λ a₁ → a₁) (glue-join (inl-join a , c))) of type Id (map-inv-associative-join (map-left-associative-join (inr-pushout (λ r → pr1 r) (λ r → pr2 r) "
ok_true_embedded_agda_error,2026-06-22T21:38:07.665Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7175,agda_give,ok,true,,,347,350,"## Give `ap (λ q → q ∙ compute-inr-triangle-map-inv-coherence-map-associative-join b c) (refl {x = apd (λ x → left-path-triangle-map-inv-coherence-product-join (x , c)) (glue-join (a , b))})` to ?0 **Result:** `1.1-182: error: [NotLeqSort] UU l3 is not less or equal than UU (l1 ⊔ l2) when checking that the expression ap (λ q → q ∙ compute-inr-triangle-map-inv-coherence-map-associative-join b c) (refl {x = apd (λ x → left-path-triangle-map-inv-coherence-product-join (x , c)) (glue-join (a , b))}) has type apd left-path-triangle-map-inv-coherence-product-join (eq-pair-Σ (glue-join (a , b)) (tr-constant-type-family (glue-join (a , b)) c)) ∙ compute-inr-triangle-map-inv-coherence-map-associative"
holes_reported_zero_goals,2026-06-22T21:39:38.772Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7243,agda_load,ok-with-holes,true,0,true,3063,3067,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 3063ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-22T21:41:27.091Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7320,agda_auto,ok,true,,,286,289,## Auto-solve ?0 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 4 --list-candidates`
holes_reported_zero_goals,2026-06-22T21:43:04.810Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7361,agda_load,ok-with-holes,true,0,true,3091,3094,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 3091ms
holes_reported_zero_goals,2026-06-22T21:44:34.111Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7405,agda_load,ok-with-holes,true,0,true,2689,2692,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2689ms
holes_reported_zero_goals,2026-06-22T21:45:29.359Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7438,agda_load,ok-with-holes,true,0,true,2688,2692,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2688ms
holes_reported_zero_goals,2026-06-22T21:51:33.353Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7595,agda_load,ok-with-holes,true,0,true,2271,2274,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2271ms
auto_malformed_search_payload;ok_true_embedded_agda_error,2026-06-22T21:52:27.455Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7625,agda_auto,ok,true,,,315,319,## Auto-solve ?1 **Solution:** `1.1-3: error: [NotInScope] Not in scope: -d at 1.1-3 when scope checking -d` Search payload: `-d 3 --list-candidates`
holes_reported_zero_goals,2026-06-22T21:55:37.599Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7742,agda_load,ok-with-holes,true,0,true,1766,1769,**Re-type-checking file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** no **Elapsed:** 1766ms
holes_reported_zero_goals,2026-06-22T22:06:24.510Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,7996,agda_load,ok-with-holes,true,0,true,2653,2656,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2653ms
holes_reported_zero_goals,2026-06-22T22:20:21.845Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,8205,agda_load,ok-with-holes,true,0,true,2750,2751,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2750ms
holes_reported_zero_goals,2026-06-22T22:36:54.992Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,8501,agda_load,ok-with-holes,true,0,true,2436,2442,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2436ms
holes_reported_zero_goals,2026-06-22T22:39:54.519Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,8624,agda_load,ok-with-holes,true,0,true,2506,2510,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2506ms
holes_reported_zero_goals,2026-06-22T22:47:10.981Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,8840,agda_load,ok-with-holes,true,0,true,2490,2493,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2490ms
holes_reported_zero_goals,2026-06-22T23:06:10.543Z,22/rollout-2026-06-22T10-10-09-019eefaa-d066-73b3-a28b-9a01db6764ab.jsonl,9332,agda_load,ok-with-holes,true,0,true,2229,2233,**Reloading modified file.** ## Loaded: src/synthetic-homotopy-theory/type-arithmetic-joins-of-types.lagda.md **Status:** OK **Classification:** ok-with-holes **Goals:** 0 unsolved **Reloaded:** yes **Stale before load:** yes **Elapsed:** 2229ms
